Estación,fecha_hora,weekday,Hora,latitud,longitud,ruido_pred
Polo,2020-01-02 16:00:00,4,16,4.67224842,-74.06583827,53.99117183350904
Polo,2020-01-02 17:00:00,4,17,4.67224842,-74.06583827,53.889920137903
Polo,2020-01-02 18:00:00,4,18,4.67224842,-74.06583827,53.34004252143106
Polo,2020-01-02 19:00:00,4,19,4.67224842,-74.06583827,52.71789942267753
Polo,2020-01-02 20:00:00,4,20,4.67224842,-74.06583827,51.13035078655683
Polo,2020-01-02 21:00:00,4,21,4.67224842,-74.06583827,50.471565399619855
Polo,2020-01-02 22:00:00,4,22,4.67224842,-74.06583827,48.935901669307654
Polo,2020-01-02 23:00:00,4,23,4.67224842,-74.06583827,48.016244908599404
Polo,2020-01-03 00:00:00,5,0,4.67224842,-74.06583827,46.958035589581634
Polo,2020-01-03 01:00:00,5,1,4.67224842,-74.06583827,46.51245255421448
Polo,2020-01-03 02:00:00,5,2,4.67224842,-74.06583827,46.25295353542397
Polo,2020-01-03 03:00:00,5,3,4.67224842,-74.06583827,45.474403051673285
Polo,2020-01-03 04:00:00,5,4,4.67224842,-74.06583827,46.02322109843114
Polo,2020-01-03 05:00:00,5,5,4.67224842,-74.06583827,49.19717159165853
Polo,2020-01-03 06:00:00,5,6,4.67224842,-74.06583827,53.07483624360584
Polo,2020-01-03 07:00:00,5,7,4.67224842,-74.06583827,53.92735548139185
Polo,2020-01-03 08:00:00,5,8,4.67224842,-74.06583827,54.03222008332411
Polo,2020-01-03 09:00:00,5,9,4.67224842,-74.06583827,53.7430027356977
Polo,2020-01-03 10:00:00,5,10,4.67224842,-74.06583827,54.15257735373177
Polo,2020-01-03 11:00:00,5,11,4.67224842,-74.06583827,54.18991396524955
Polo,2020-01-03 12:00:00,5,12,4.67224842,-74.06583827,54.20184985261453
Polo,2020-01-03 13:00:00,5,13,4.67224842,-74.06583827,54.320235923363825
Polo,2020-01-03 14:00:00,5,14,4.67224842,-74.06583827,54.266547904525545
Polo,2020-01-03 15:00:00,5,15,4.67224842,-74.06583827,54.31210665499219
Polo,2020-01-03 16:00:00,5,16,4.67224842,-74.06583827,54.11074443245759
Polo,2020-01-03 17:00:00,5,17,4.67224842,-74.06583827,54.024959866692825
Polo,2020-01-03 18:00:00,5,18,4.67224842,-74.06583827,53.53981937163592
Polo,2020-01-03 19:00:00,5,19,4.67224842,-74.06583827,53.10131819364931
Polo,2020-01-03 20:00:00,5,20,4.67224842,-74.06583827,51.536717208047214
Polo,2020-01-03 21:00:00,5,21,4.67224842,-74.06583827,50.96137748728954
Polo,2020-01-03 22:00:00,5,22,4.67224842,-74.06583827,49.50098396710995
Polo,2020-01-03 23:00:00,5,23,4.67224842,-74.06583827,48.94284227380335
Polo,2020-01-04 00:00:00,6,0,4.67224842,-74.06583827,48.836216448518755
Polo,2020-01-04 01:00:00,6,1,4.67224842,-74.06583827,48.11564774699842
Polo,2020-01-04 02:00:00,6,2,4.67224842,-74.06583827,48.133063082267746
Polo,2020-01-04 03:00:00,6,3,4.67224842,-74.06583827,47.386367814113754
Polo,2020-01-04 04:00:00,6,4,4.67224842,-74.06583827,47.35994720709504
Polo,2020-01-04 05:00:00,6,5,4.67224842,-74.06583827,48.697001200427025
Polo,2020-01-04 06:00:00,6,6,4.67224842,-74.06583827,52.83421906406855
Polo,2020-01-04 07:00:00,6,7,4.67224842,-74.06583827,53.832344152363326
Polo,2020-01-04 08:00:00,6,8,4.67224842,-74.06583827,53.89580641746527
Polo,2020-01-04 09:00:00,6,9,4.67224842,-74.06583827,53.66275382903425
Polo,2020-01-04 10:00:00,6,10,4.67224842,-74.06583827,54.002271975723914
Polo,2020-01-04 11:00:00,6,11,4.67224842,-74.06583827,54.04612268345221
Polo,2020-01-04 12:00:00,6,12,4.67224842,-74.06583827,54.05805857081719
Polo,2020-01-04 13:00:00,6,13,4.67224842,-74.06583827,54.174108023916865
Polo,2020-01-04 14:00:00,6,14,4.67224842,-74.06583827,54.082954808926495
Polo,2020-01-04 15:00:00,6,15,4.67224842,-74.06583827,54.00447802163952
Polo,2020-01-04 16:00:00,6,16,4.67224842,-74.06583827,53.59468381217413
Polo,2020-01-04 17:00:00,6,17,4.67224842,-74.06583827,53.44768691128843
Polo,2020-01-04 18:00:00,6,18,4.67224842,-74.06583827,52.70113768170486
Polo,2020-01-04 19:00:00,6,19,4.67224842,-74.06583827,52.238831528655886
Polo,2020-01-04 20:00:00,6,20,4.67224842,-74.06583827,50.80031626791575
Polo,2020-01-04 21:00:00,6,21,4.67224842,-74.06583827,50.21099038803013
Polo,2020-01-04 22:00:00,6,22,4.67224842,-74.06583827,48.77799721218219
Polo,2020-01-04 23:00:00,6,23,4.67224842,-74.06583827,48.27335327722021
Polo,2020-01-05 00:00:00,7,0,4.67224842,-74.06583827,48.16963465644939
Polo,2020-01-05 01:00:00,7,1,4.67224842,-74.06583827,47.54314977255827
Polo,2020-01-05 02:00:00,7,2,4.67224842,-74.06583827,47.62075337411506
Polo,2020-01-05 03:00:00,7,3,4.67224842,-74.06583827,46.45688159448614
Polo,2020-01-05 04:00:00,7,4,4.67224842,-74.06583827,45.08158265270965
Polo,2020-01-05 05:00:00,7,5,4.67224842,-74.06583827,46.27024307173348
Polo,2020-01-05 06:00:00,7,6,4.67224842,-74.06583827,50.283383775334386
Polo,2020-01-05 07:00:00,7,7,4.67224842,-74.06583827,50.8735291359058
Polo,2020-01-05 08:00:00,7,8,4.67224842,-74.06583827,51.11960943561159
Polo,2020-01-05 09:00:00,7,9,4.67224842,-74.06583827,51.2655186329858
Polo,2020-01-05 10:00:00,7,10,4.67224842,-74.06583827,51.47575274527094
Polo,2020-01-05 11:00:00,7,11,4.67224842,-74.06583827,51.47867827899761
Polo,2020-01-05 12:00:00,7,12,4.67224842,-74.06583827,51.51657979457138
Polo,2020-01-05 13:00:00,7,13,4.67224842,-74.06583827,51.733969070646374
Polo,2020-01-05 14:00:00,7,14,4.67224842,-74.06583827,51.642815855656
Polo,2020-01-05 15:00:00,7,15,4.67224842,-74.06583827,51.61848631957263
Polo,2020-01-05 16:00:00,7,16,4.67224842,-74.06583827,51.42321655757812
Polo,2020-01-05 17:00:00,7,17,4.67224842,-74.06583827,51.31922019454251
Polo,2020-01-05 18:00:00,7,18,4.67224842,-74.06583827,50.65641526017124
Polo,2020-01-05 19:00:00,7,19,4.67224842,-74.06583827,50.116384807954866
Polo,2020-01-05 20:00:00,7,20,4.67224842,-74.06583827,49.12564312682414
Polo,2020-01-05 21:00:00,7,21,4.67224842,-74.06583827,48.47135002406309
Polo,2020-01-05 22:00:00,7,22,4.67224842,-74.06583827,46.909786714299194
Polo,2020-01-05 23:00:00,7,23,4.67224842,-74.06583827,45.6033242011957
Polo,2020-01-06 00:00:00,1,0,4.67224842,-74.06583827,44.84747978238885
Polo,2020-01-06 01:00:00,1,1,4.67224842,-74.06583827,44.363690731900014
Polo,2020-01-06 02:00:00,1,2,4.67224842,-74.06583827,44.0958257439232
Polo,2020-01-06 03:00:00,1,3,4.67224842,-74.06583827,44.06834276636671
Polo,2020-01-06 04:00:00,1,4,4.67224842,-74.06583827,44.57439271888254
Polo,2020-01-06 05:00:00,1,5,4.67224842,-74.06583827,48.07832453163551
Polo,2020-01-06 06:00:00,1,6,4.67224842,-74.06583827,52.26998240482586
Polo,2020-01-06 07:00:00,1,7,4.67224842,-74.06583827,53.060072308731776
Polo,2020-01-06 08:00:00,1,8,4.67224842,-74.06583827,53.12131721467683
Polo,2020-01-06 09:00:00,1,9,4.67224842,-74.06583827,52.98839129480703
Polo,2020-01-06 10:00:00,1,10,4.67224842,-74.06583827,53.38776934514019
Polo,2020-01-06 11:00:00,1,11,4.67224842,-74.06583827,53.46233633059566
Polo,2020-01-06 12:00:00,1,12,4.67224842,-74.06583827,53.45711349484967
Polo,2020-01-06 13:00:00,1,13,4.67224842,-74.06583827,53.638247244981564
Polo,2020-01-06 14:00:00,1,14,4.67224842,-74.06583827,53.648186691618115
Polo,2020-01-06 15:00:00,1,15,4.67224842,-74.06583827,53.5616084478968
Polo,2020-01-06 16:00:00,1,16,4.67224842,-74.06583827,53.264443887465774
Polo,2020-01-06 17:00:00,1,17,4.67224842,-74.06583827,53.18667508886427
Polo,2020-01-06 18:00:00,1,18,4.67224842,-74.06583827,52.503915981272186
Polo,2020-01-06 19:00:00,1,19,4.67224842,-74.06583827,51.81736346002866
Polo,2020-01-06 20:00:00,1,20,4.67224842,-74.06583827,50.146942552038055
Polo,2020-01-06 21:00:00,1,21,4.67224842,-74.06583827,49.40116659068679
Polo,2020-01-06 22:00:00,1,22,4.67224842,-74.06583827,47.58171234040745
Polo,2020-01-06 23:00:00,1,23,4.67224842,-74.06583827,46.637862771362116
Polo,2020-01-07 00:00:00,2,0,4.67224842,-74.06583827,44.86408881352961
Polo,2020-01-07 01:00:00,2,1,4.67224842,-74.06583827,44.30743092119842
Polo,2020-01-07 02:00:00,2,2,4.67224842,-74.06583827,44.011612563439286
Polo,2020-01-07 03:00:00,2,3,4.67224842,-74.06583827,44.15742866080093
Polo,2020-01-07 04:00:00,2,4,4.67224842,-74.06583827,45.26150552819621
Polo,2020-01-07 05:00:00,2,5,4.67224842,-74.06583827,48.95022584393696
Polo,2020-01-07 06:00:00,2,6,4.67224842,-74.06583827,53.21420599797238
Polo,2020-01-07 07:00:00,2,7,4.67224842,-74.06583827,53.982575797533656
Polo,2020-01-07 08:00:00,2,8,4.67224842,-74.06583827,54.00466116849249
Polo,2020-01-07 09:00:00,2,9,4.67224842,-74.06583827,53.73248368441277
Polo,2020-01-07 10:00:00,2,10,4.67224842,-74.06583827,54.071332879058026
Polo,2020-01-07 11:00:00,2,11,4.67224842,-74.06583827,54.16207379147458
Polo,2020-01-07 12:00:00,2,12,4.67224842,-74.06583827,54.19786422055538
Polo,2020-01-07 13:00:00,2,13,4.67224842,-74.06583827,54.42624159545665
Polo,2020-01-07 14:00:00,2,14,4.67224842,-74.06583827,54.459380081637235
Polo,2020-01-07 15:00:00,2,15,4.67224842,-74.06583827,54.4124925039645
Polo,2020-01-07 16:00:00,2,16,4.67224842,-74.06583827,54.07112492292748
Polo,2020-01-07 17:00:00,2,17,4.67224842,-74.06583827,54.00204390085729
Polo,2020-01-07 18:00:00,2,18,4.67224842,-74.06583827,53.181824028034264
Polo,2020-01-07 19:00:00,2,19,4.67224842,-74.06583827,52.50837439283625
Polo,2020-01-07 20:00:00,2,20,4.67224842,-74.06583827,50.88080468604255
Polo,2020-01-07 21:00:00,2,21,4.67224842,-74.06583827,50.060447041779135
Polo,2020-01-07 22:00:00,2,22,4.67224842,-74.06583827,48.373227464905824
Polo,2020-01-07 23:00:00,2,23,4.67224842,-74.06583827,47.260288618948856
Calle 76,2020-01-01 00:00:00,3,0,4.66406733,-74.06107216,50.4131880987661
Calle 76,2020-01-01 01:00:00,3,1,4.66406733,-74.06107216,48.16370190157986
Calle 76,2020-01-01 02:00:00,3,2,4.66406733,-74.06107216,47.881076163087535
Calle 76,2020-01-01 03:00:00,3,3,4.66406733,-74.06107216,48.90556689216676
Calle 76,2020-01-01 04:00:00,3,4,4.66406733,-74.06107216,53.241053137074175
Calle 76,2020-01-01 05:00:00,3,5,4.66406733,-74.06107216,57.900997075825344
Calle 76,2020-01-01 06:00:00,3,6,4.66406733,-74.06107216,58.64068269316435
Calle 76,2020-01-01 07:00:00,3,7,4.66406733,-74.06107216,58.6756872898908
Calle 76,2020-01-01 08:00:00,3,8,4.66406733,-74.06107216,58.830939113851024
Calle 76,2020-01-01 09:00:00,3,9,4.66406733,-74.06107216,58.78208217572631
Calle 76,2020-01-01 10:00:00,3,10,4.66406733,-74.06107216,58.91596152680939
Calle 76,2020-01-01 11:00:00,3,11,4.66406733,-74.06107216,58.98035182890377
Calle 76,2020-01-01 12:00:00,3,12,4.66406733,-74.06107216,59.04319665885626
Calle 76,2020-01-01 13:00:00,3,13,4.66406733,-74.06107216,59.14952020298878
Calle 76,2020-01-01 14:00:00,3,14,4.66406733,-74.06107216,59.19510556422386
Calle 76,2020-01-01 15:00:00,3,15,4.66406733,-74.06107216,59.12872284024395
Calle 76,2020-01-01 16:00:00,3,16,4.66406733,-74.06107216,58.811009185926935
Calle 76,2020-01-01 17:00:00,3,17,4.66406733,-74.06107216,58.49440513688841
Calle 76,2020-01-01 18:00:00,3,18,4.66406733,-74.06107216,58.030925163227565
Calle 76,2020-01-01 19:00:00,3,19,4.66406733,-74.06107216,57.76257713168687
Calle 76,2020-01-01 20:00:00,3,20,4.66406733,-74.06107216,57.31561889740058
Calle 76,2020-01-01 21:00:00,3,21,4.66406733,-74.06107216,56.91460589122736
Calle 76,2020-01-01 22:00:00,3,22,4.66406733,-74.06107216,55.956320724951134
Calle 76,2020-01-01 23:00:00,3,23,4.66406733,-74.06107216,55.101568775404026
Calle 76,2020-01-02 00:00:00,4,0,4.66406733,-74.06107216,50.59612480449949
Calle 76,2020-01-02 01:00:00,4,1,4.66406733,-74.06107216,48.51770122362405
Calle 76,2020-01-02 02:00:00,4,2,4.66406733,-74.06107216,48.22811402927965
Calle 76,2020-01-02 03:00:00,4,3,4.66406733,-74.06107216,49.2182796391622
Calle 76,2020-01-02 04:00:00,4,4,4.66406733,-74.06107216,53.337891331173594
Calle 76,2020-01-02 05:00:00,4,5,4.66406733,-74.06107216,57.96370767141791
Calle 76,2020-01-02 06:00:00,4,6,4.66406733,-74.06107216,58.75706355394741
Calle 76,2020-01-02 07:00:00,4,7,4.66406733,-74.06107216,58.76086964803655
Calle 76,2020-01-02 08:00:00,4,8,4.66406733,-74.06107216,58.93075247335685
Calle 76,2020-01-02 09:00:00,4,9,4.66406733,-74.06107216,58.86235458858055
Calle 76,2020-01-02 10:00:00,4,10,4.66406733,-74.06107216,58.976923883757536
Calle 76,2020-01-02 11:00:00,4,11,4.66406733,-74.06107216,59.04131418585192
Calle 76,2020-01-02 12:00:00,4,12,4.66406733,-74.06107216,59.10059413328367
Calle 76,2020-01-02 13:00:00,4,13,4.66406733,-74.06107216,59.212354949124766
Calle 76,2020-01-02 14:00:00,4,14,4.66406733,-74.06107216,59.240795527535255
Calle 76,2020-01-02 15:00:00,4,15,4.66406733,-74.06107216,59.19364212854101
Calle 76,2020-01-02 16:00:00,4,16,4.66406733,-74.06107216,58.893949710945314
Calle 76,2020-01-02 17:00:00,4,17,4.66406733,-74.06107216,58.57734566190679
Calle 76,2020-01-02 18:00:00,4,18,4.66406733,-74.06107216,58.11153683825729
Calle 76,2020-01-02 19:00:00,4,19,4.66406733,-74.06107216,57.80449295307621
Calle 76,2020-01-02 20:00:00,4,20,4.66406733,-74.06107216,57.34185565004252
Calle 76,2020-01-02 21:00:00,4,21,4.66406733,-74.06107216,56.940893519838774
Calle 76,2020-01-02 22:00:00,4,22,4.66406733,-74.06107216,56.053074854178334
Calle 76,2020-01-02 23:00:00,4,23,4.66406733,-74.06107216,55.24589742691054
Calle 76,2020-01-03 00:00:00,5,0,4.66406733,-74.06107216,51.034211765663116
Calle 76,2020-01-03 01:00:00,5,1,4.66406733,-74.06107216,49.17477507077855
Calle 76,2020-01-03 02:00:00,5,2,4.66406733,-74.06107216,48.852577454700324
Calle 76,2020-01-03 03:00:00,5,3,4.66406733,-74.06107216,49.742924056107384
Calle 76,2020-01-03 04:00:00,5,4,4.66406733,-74.06107216,53.11471766875459
Calle 76,2020-01-03 05:00:00,5,5,4.66406733,-74.06107216,57.996514443075
Calle 76,2020-01-03 06:00:00,5,6,4.66406733,-74.06107216,58.92378062430092
Calle 76,2020-01-03 07:00:00,5,7,4.66406733,-74.06107216,59.000606396107024
Calle 76,2020-01-03 08:00:00,5,8,4.66406733,-74.06107216,59.151129532241036
Calle 76,2020-01-03 09:00:00,5,9,4.66406733,-74.06107216,59.08964317528235
Calle 76,2020-01-03 10:00:00,5,10,4.66406733,-74.06107216,59.17056334064265
Calle 76,2020-01-03 11:00:00,5,11,4.66406733,-74.06107216,59.220791722537676
Calle 76,2020-01-03 12:00:00,5,12,4.66406733,-74.06107216,59.24037141215423
Calle 76,2020-01-03 13:00:00,5,13,4.66406733,-74.06107216,59.285625094155186
Calle 76,2020-01-03 14:00:00,5,14,4.66406733,-74.06107216,59.32200859401717
Calle 76,2020-01-03 15:00:00,5,15,4.66406733,-74.06107216,59.31540493978869
Calle 76,2020-01-03 16:00:00,5,16,4.66406733,-74.06107216,59.26558281033395
Calle 76,2020-01-03 17:00:00,5,17,4.66406733,-74.06107216,58.97782122147403
Calle 76,2020-01-03 18:00:00,5,18,4.66406733,-74.06107216,58.54788407461367
Calle 76,2020-01-03 19:00:00,5,19,4.66406733,-74.06107216,58.38899580112326
Calle 76,2020-01-03 20:00:00,5,20,4.66406733,-74.06107216,57.94439339230461
Calle 76,2020-01-03 21:00:00,5,21,4.66406733,-74.06107216,57.49460264445516
Calle 76,2020-01-03 22:00:00,5,22,4.66406733,-74.06107216,56.630701628498116
Calle 76,2020-01-03 23:00:00,5,23,4.66406733,-74.06107216,56.03491747247152
Calle 76,2020-01-04 00:00:00,6,0,4.66406733,-74.06107216,52.076112303699446
Calle 76,2020-01-04 01:00:00,6,1,4.66406733,-74.06107216,50.69689104316152
Calle 76,2020-01-04 02:00:00,6,2,4.66406733,-74.06107216,50.5207178428984
Calle 76,2020-01-04 03:00:00,6,3,4.66406733,-74.06107216,50.80688434648594
Calle 76,2020-01-04 04:00:00,6,4,4.66406733,-74.06107216,52.57309264576029
Calle 76,2020-01-04 05:00:00,6,5,4.66406733,-74.06107216,57.153418916512344
Calle 76,2020-01-04 06:00:00,6,6,4.66406733,-74.06107216,58.080633509388626
Calle 76,2020-01-04 07:00:00,6,7,4.66406733,-74.06107216,58.27040509766782
Calle 76,2020-01-04 08:00:00,6,8,4.66406733,-74.06107216,58.52350260269214
Calle 76,2020-01-04 09:00:00,6,9,4.66406733,-74.06107216,58.38241061268013
Calle 76,2020-01-04 10:00:00,6,10,4.66406733,-74.06107216,58.405200401104324
Calle 76,2020-01-04 11:00:00,6,11,4.66406733,-74.06107216,58.508353448214216
Calle 76,2020-01-04 12:00:00,6,12,4.66406733,-74.06107216,58.55075198963418
Calle 76,2020-01-04 13:00:00,6,13,4.66406733,-74.06107216,58.66577931986959
Calle 76,2020-01-04 14:00:00,6,14,4.66406733,-74.06107216,58.662311946727044
Calle 76,2020-01-04 15:00:00,6,15,4.66406733,-74.06107216,58.51285728276326
Calle 76,2020-01-04 16:00:00,6,16,4.66406733,-74.06107216,58.266180845160974
Calle 76,2020-01-04 17:00:00,6,17,4.66406733,-74.06107216,57.89413801803508
Calle 76,2020-01-04 18:00:00,6,18,4.66406733,-74.06107216,57.40364650284458
Calle 76,2020-01-04 19:00:00,6,19,4.66406733,-74.06107216,57.22902360896305
Calle 76,2020-01-04 20:00:00,6,20,4.66406733,-74.06107216,56.7603759736263
Calle 76,2020-01-04 21:00:00,6,21,4.66406733,-74.06107216,56.48333423790104
Calle 76,2020-01-04 22:00:00,6,22,4.66406733,-74.06107216,55.90566050032156
Calle 76,2020-01-04 23:00:00,6,23,4.66406733,-74.06107216,55.58075081221983
Calle 76,2020-01-05 00:00:00,7,0,4.66406733,-74.06107216,51.51997912446421
Calle 76,2020-01-05 01:00:00,7,1,4.66406733,-74.06107216,50.22318966393695
Calle 76,2020-01-05 02:00:00,7,2,4.66406733,-74.06107216,50.1319686949263
Calle 76,2020-01-05 03:00:00,7,3,4.66406733,-74.06107216,49.84405442074605
Calle 76,2020-01-05 04:00:00,7,4,4.66406733,-74.06107216,50.28874823882429
Calle 76,2020-01-05 05:00:00,7,5,4.66406733,-74.06107216,53.85406769225276
Calle 76,2020-01-05 06:00:00,7,6,4.66406733,-74.06107216,55.261921507898535
Calle 76,2020-01-05 07:00:00,7,7,4.66406733,-74.06107216,55.468194448144686
Calle 76,2020-01-05 08:00:00,7,8,4.66406733,-74.06107216,55.918789222559354
Calle 76,2020-01-05 09:00:00,7,9,4.66406733,-74.06107216,56.09883702665431
Calle 76,2020-01-05 10:00:00,7,10,4.66406733,-74.06107216,56.14022737325515
Calle 76,2020-01-05 11:00:00,7,11,4.66406733,-74.06107216,56.18643845225173
Calle 76,2020-01-05 12:00:00,7,12,4.66406733,-74.06107216,56.28383323159564
Calle 76,2020-01-05 13:00:00,7,13,4.66406733,-74.06107216,56.37904371938119
Calle 76,2020-01-05 14:00:00,7,14,4.66406733,-74.06107216,56.36807093310691
Calle 76,2020-01-05 15:00:00,7,15,4.66406733,-74.06107216,56.2743338123597
Calle 76,2020-01-05 16:00:00,7,16,4.66406733,-74.06107216,55.85165444546167
Calle 76,2020-01-05 17:00:00,7,17,4.66406733,-74.06107216,55.79894171625506
Calle 76,2020-01-05 18:00:00,7,18,4.66406733,-74.06107216,55.47799760041079
Calle 76,2020-01-05 19:00:00,7,19,4.66406733,-74.06107216,55.28142224249894
Calle 76,2020-01-05 20:00:00,7,20,4.66406733,-74.06107216,55.174616057496465
Calle 76,2020-01-05 21:00:00,7,21,4.66406733,-74.06107216,54.79341772028646
Calle 76,2020-01-05 22:00:00,7,22,4.66406733,-74.06107216,53.31995569746267
Calle 76,2020-01-05 23:00:00,7,23,4.66406733,-74.06107216,52.32814333801716
Calle 76,2020-01-06 00:00:00,1,0,4.66406733,-74.06107216,49.63226851355452
Calle 76,2020-01-06 01:00:00,1,1,4.66406733,-74.06107216,47.617058027340164
Calle 76,2020-01-06 02:00:00,1,2,4.66406733,-74.06107216,47.445797503406915
Calle 76,2020-01-06 03:00:00,1,3,4.66406733,-74.06107216,48.18351819492224
Calle 76,2020-01-06 04:00:00,1,4,4.66406733,-74.06107216,52.39674116720155
Calle 76,2020-01-06 05:00:00,1,5,4.66406733,-74.06107216,57.168694979389166
Calle 76,2020-01-06 06:00:00,1,6,4.66406733,-74.06107216,58.00833419683443
Calle 76,2020-01-06 07:00:00,1,7,4.66406733,-74.06107216,58.04634983344778
Calle 76,2020-01-06 08:00:00,1,8,4.66406733,-74.06107216,58.2324003833353
Calle 76,2020-01-06 09:00:00,1,9,4.66406733,-74.06107216,58.170745757112186
Calle 76,2020-01-06 10:00:00,1,10,4.66406733,-74.06107216,58.392808100519844
Calle 76,2020-01-06 11:00:00,1,11,4.66406733,-74.06107216,58.47217561320073
Calle 76,2020-01-06 12:00:00,1,12,4.66406733,-74.06107216,58.51587736662429
Calle 76,2020-01-06 13:00:00,1,13,4.66406733,-74.06107216,58.600524589787675
Calle 76,2020-01-06 14:00:00,1,14,4.66406733,-74.06107216,58.61765166256529
Calle 76,2020-01-06 15:00:00,1,15,4.66406733,-74.06107216,58.559309209059904
Calle 76,2020-01-06 16:00:00,1,16,4.66406733,-74.06107216,58.313991550125714
Calle 76,2020-01-06 17:00:00,1,17,4.66406733,-74.06107216,58.124601987703215
Calle 76,2020-01-06 18:00:00,1,18,4.66406733,-74.06107216,57.52480569024459
Calle 76,2020-01-06 19:00:00,1,19,4.66406733,-74.06107216,57.20249535304105
Calle 76,2020-01-06 20:00:00,1,20,4.66406733,-74.06107216,56.783433432713224
Calle 76,2020-01-06 21:00:00,1,21,4.66406733,-74.06107216,56.01234691525647
Calle 76,2020-01-06 22:00:00,1,22,4.66406733,-74.06107216,54.607939687405775
Calle 76,2020-01-06 23:00:00,1,23,4.66406733,-74.06107216,53.87894605011282
Calle 76,2020-01-07 00:00:00,2,0,4.66406733,-74.06107216,49.98240370508417
Calle 76,2020-01-07 01:00:00,2,1,4.66406733,-74.06107216,47.74565974013742
Calle 76,2020-01-07 02:00:00,2,2,4.66406733,-74.06107216,47.55574977678849
Calle 76,2020-01-07 03:00:00,2,3,4.66406733,-74.06107216,48.71405956290025
Calle 76,2020-01-07 04:00:00,2,4,4.66406733,-74.06107216,53.19199616715616
Calle 76,2020-01-07 05:00:00,2,5,4.66406733,-74.06107216,57.88692547347686
Calle 76,2020-01-07 06:00:00,2,6,4.66406733,-74.06107216,58.649825707627414
Calle 76,2020-01-07 07:00:00,2,7,4.66406733,-74.06107216,58.684830304353866
Calle 76,2020-01-07 08:00:00,2,8,4.66406733,-74.06107216,58.84318743560952
Calle 76,2020-01-07 09:00:00,2,9,4.66406733,-74.06107216,58.748209310660066
Calle 76,2020-01-07 10:00:00,2,10,4.66406733,-74.06107216,58.898390291100974
Calle 76,2020-01-07 11:00:00,2,11,4.66406733,-74.06107216,58.98105025998199
Calle 76,2020-01-07 12:00:00,2,12,4.66406733,-74.06107216,59.039270898235046
Calle 76,2020-01-07 13:00:00,2,13,4.66406733,-74.06107216,59.14822924336696
Calle 76,2020-01-07 14:00:00,2,14,4.66406733,-74.06107216,59.17289520590767
Calle 76,2020-01-07 15:00:00,2,15,4.66406733,-74.06107216,59.0748086030489
Calle 76,2020-01-07 16:00:00,2,16,4.66406733,-74.06107216,58.77843872077955
Calle 76,2020-01-07 17:00:00,2,17,4.66406733,-74.06107216,58.47783596207739
Calle 76,2020-01-07 18:00:00,2,18,4.66406733,-74.06107216,57.977149187655215
Calle 76,2020-01-07 19:00:00,2,19,4.66406733,-74.06107216,57.65423247320839
Calle 76,2020-01-07 20:00:00,2,20,4.66406733,-74.06107216,57.279038066036996
Calle 76,2020-01-07 21:00:00,2,21,4.66406733,-74.06107216,56.81909497169784
Calle 76,2020-01-07 22:00:00,2,22,4.66406733,-74.06107216,55.865954755102486
Calle 76,2020-01-07 23:00:00,2,23,4.66406733,-74.06107216,54.94938220764845
Calle 34,2020-01-01 00:00:00,3,0,4.62221301,-74.06958764,44.450439353875936
Calle 34,2020-01-01 01:00:00,3,1,4.62221301,-74.06958764,43.699928857049876
Calle 34,2020-01-01 02:00:00,3,2,4.62221301,-74.06958764,42.90324905103136
Calle 34,2020-01-01 03:00:00,3,3,4.62221301,-74.06958764,42.73937206739572
Calle 34,2020-01-01 04:00:00,3,4,4.62221301,-74.06958764,44.26614921733507
Calle 34,2020-01-01 05:00:00,3,5,4.62221301,-74.06958764,47.96061498793142
Calle 34,2020-01-01 06:00:00,3,6,4.62221301,-74.06958764,51.444195161966924
Calle 34,2020-01-01 07:00:00,3,7,4.62221301,-74.06958764,52.54698275285487
Calle 34,2020-01-01 08:00:00,3,8,4.62221301,-74.06958764,52.80598633586752
Calle 34,2020-01-01 09:00:00,3,9,4.62221301,-74.06958764,52.696919165023886
Calle 34,2020-01-01 10:00:00,3,10,4.62221301,-74.06958764,52.723331966546645
Calle 34,2020-01-01 11:00:00,3,11,4.62221301,-74.06958764,52.728337457742164
Calle 34,2020-01-01 12:00:00,3,12,4.62221301,-74.06958764,52.8789702507951
Calle 34,2020-01-01 13:00:00,3,13,4.62221301,-74.06958764,53.06470548220239
Calle 34,2020-01-01 14:00:00,3,14,4.62221301,-74.06958764,53.27621511741986
Calle 34,2020-01-01 15:00:00,3,15,4.62221301,-74.06958764,53.248157159831116
Calle 34,2020-01-01 16:00:00,3,16,4.62221301,-74.06958764,53.06975599867924
Calle 34,2020-01-01 17:00:00,3,17,4.62221301,-74.06958764,52.926120578046294
Calle 34,2020-01-01 18:00:00,3,18,4.62221301,-74.06958764,52.28286154189779
Calle 34,2020-01-01 19:00:00,3,19,4.62221301,-74.06958764,51.510743987682865
Calle 34,2020-01-01 20:00:00,3,20,4.62221301,-74.06958764,50.57951404579797
Calle 34,2020-01-01 21:00:00,3,21,4.62221301,-74.06958764,50.56706942564876
Calle 34,2020-01-01 22:00:00,3,22,4.62221301,-74.06958764,48.79820937430605
Calle 34,2020-01-01 23:00:00,3,23,4.62221301,-74.06958764,46.18810961741429
Calle 34,2020-01-02 00:00:00,4,0,4.62221301,-74.06958764,44.601958636606604
Calle 34,2020-01-02 01:00:00,4,1,4.62221301,-74.06958764,43.92326256384504
Calle 34,2020-01-02 02:00:00,4,2,4.62221301,-74.06958764,43.108794170234724
