Estación,fecha_hora,weekday,Hora,latitud,longitud,ruido_pred
Normandía,2020-01-06 08:00:00,1,8,4.6673225999999985,-74.11231782,51.21684321176636
Normandía,2020-01-06 09:00:00,1,9,4.6673225999999985,-74.11231782,51.03256154610594
Normandía,2020-01-06 10:00:00,1,10,4.6673225999999985,-74.11231782,51.204995632886735
Normandía,2020-01-06 11:00:00,1,11,4.6673225999999985,-74.11231782,51.236946358174336
Normandía,2020-01-06 12:00:00,1,12,4.6673225999999985,-74.11231782,51.4308160618894
Normandía,2020-01-06 13:00:00,1,13,4.6673225999999985,-74.11231782,51.58111259837656
Normandía,2020-01-06 14:00:00,1,14,4.6673225999999985,-74.11231782,51.798600801285296
Normandía,2020-01-06 15:00:00,1,15,4.6673225999999985,-74.11231782,51.75239795635094
Normandía,2020-01-06 16:00:00,1,16,4.6673225999999985,-74.11231782,51.52050751778806
Normandía,2020-01-06 17:00:00,1,17,4.6673225999999985,-74.11231782,51.39961988041292
Normandía,2020-01-06 18:00:00,1,18,4.6673225999999985,-74.11231782,50.774584939527394
Normandía,2020-01-06 19:00:00,1,19,4.6673225999999985,-74.11231782,50.09322740638068
Normandía,2020-01-06 20:00:00,1,20,4.6673225999999985,-74.11231782,48.895867868658996
Normandía,2020-01-06 21:00:00,1,21,4.6673225999999985,-74.11231782,48.96242924151792
Normandía,2020-01-06 22:00:00,1,22,4.6673225999999985,-74.11231782,46.55757485061003
Normandía,2020-01-06 23:00:00,1,23,4.6673225999999985,-74.11231782,44.40484706770802
Normandía,2020-01-07 00:00:00,2,0,4.6673225999999985,-74.11231782,39.81471550833748
Normandía,2020-01-07 01:00:00,2,1,4.6673225999999985,-74.11231782,39.27583286535115
Normandía,2020-01-07 02:00:00,2,2,4.6673225999999985,-74.11231782,38.937479209081566
Normandía,2020-01-07 03:00:00,2,3,4.6673225999999985,-74.11231782,39.027197333068465
Normandía,2020-01-07 04:00:00,2,4,4.6673225999999985,-74.11231782,41.26081004036992
Normandía,2020-01-07 05:00:00,2,5,4.6673225999999985,-74.11231782,46.69879057289675
Normandía,2020-01-07 06:00:00,2,6,4.6673225999999985,-74.11231782,51.070532100427634
Normandía,2020-01-07 07:00:00,2,7,4.6673225999999985,-74.11231782,52.10894348130859
Normandía,2020-01-07 08:00:00,2,8,4.6673225999999985,-74.11231782,52.130031832676934
Normandía,2020-01-07 09:00:00,2,9,4.6673225999999985,-74.11231782,51.83373263297779
Normandía,2020-01-07 10:00:00,2,10,4.6673225999999985,-74.11231782,51.99578237062677
Normandía,2020-01-07 11:00:00,2,11,4.6673225999999985,-74.11231782,52.0261714667139
Normandía,2020-01-07 12:00:00,2,12,4.6673225999999985,-74.11231782,52.25776728132185
Normandía,2020-01-07 13:00:00,2,13,4.6673225999999985,-74.11231782,52.47190028711003
Normandía,2020-01-07 14:00:00,2,14,4.6673225999999985,-74.11231782,52.63440133331631
Normandía,2020-01-07 15:00:00,2,15,4.6673225999999985,-74.11231782,52.593771222322275
Normandía,2020-01-07 16:00:00,2,16,4.6673225999999985,-74.11231782,52.33810269766012
Normandía,2020-01-07 17:00:00,2,17,4.6673225999999985,-74.11231782,52.139137537299966
Normandía,2020-01-07 18:00:00,2,18,4.6673225999999985,-74.11231782,51.31017130960631
Normandía,2020-01-07 19:00:00,2,19,4.6673225999999985,-74.11231782,50.69282610336578
Normandía,2020-01-07 20:00:00,2,20,4.6673225999999985,-74.11231782,49.4320910449886
Normandía,2020-01-07 21:00:00,2,21,4.6673225999999985,-74.11231782,49.549120571181426
Normandía,2020-01-07 22:00:00,2,22,4.6673225999999985,-74.11231782,47.40616234281352
Normandía,2020-01-07 23:00:00,2,23,4.6673225999999985,-74.11231782,44.946124409950286
Granja - Carrera 77,2020-01-01 00:00:00,3,0,4.6984667,-74.09483848,52.21078597394879
Granja - Carrera 77,2020-01-01 01:00:00,3,1,4.6984667,-74.09483848,50.80137792567308
Granja - Carrera 77,2020-01-01 02:00:00,3,2,4.6984667,-74.09483848,50.748006775506
Granja - Carrera 77,2020-01-01 03:00:00,3,3,4.6984667,-74.09483848,52.093485023677005
Granja - Carrera 77,2020-01-01 04:00:00,3,4,4.6984667,-74.09483848,57.708577178447506
Granja - Carrera 77,2020-01-01 05:00:00,3,5,4.6984667,-74.09483848,61.28808777675955
Granja - Carrera 77,2020-01-01 06:00:00,3,6,4.6984667,-74.09483848,61.90100253618242
Granja - Carrera 77,2020-01-01 07:00:00,3,7,4.6984667,-74.09483848,61.725483126932254
Granja - Carrera 77,2020-01-01 08:00:00,3,8,4.6984667,-74.09483848,61.39211151786987
Granja - Carrera 77,2020-01-01 09:00:00,3,9,4.6984667,-74.09483848,61.16066466276823
Granja - Carrera 77,2020-01-01 10:00:00,3,10,4.6984667,-74.09483848,61.213155872360595
Granja - Carrera 77,2020-01-01 11:00:00,3,11,4.6984667,-74.09483848,61.30794206578695
Granja - Carrera 77,2020-01-01 12:00:00,3,12,4.6984667,-74.09483848,61.43715423333443
Granja - Carrera 77,2020-01-01 13:00:00,3,13,4.6984667,-74.09483848,61.66966862377107
Granja - Carrera 77,2020-01-01 14:00:00,3,14,4.6984667,-74.09483848,61.68107989877852
Granja - Carrera 77,2020-01-01 15:00:00,3,15,4.6984667,-74.09483848,61.82711870942278
Granja - Carrera 77,2020-01-01 16:00:00,3,16,4.6984667,-74.09483848,61.8557131834061
Granja - Carrera 77,2020-01-01 17:00:00,3,17,4.6984667,-74.09483848,61.843443269922275
Granja - Carrera 77,2020-01-01 18:00:00,3,18,4.6984667,-74.09483848,61.444056572181175
Granja - Carrera 77,2020-01-01 19:00:00,3,19,4.6984667,-74.09483848,60.953404069724954
Granja - Carrera 77,2020-01-01 20:00:00,3,20,4.6984667,-74.09483848,60.1592660793662
Granja - Carrera 77,2020-01-01 21:00:00,3,21,4.6984667,-74.09483848,59.54495187770468
Granja - Carrera 77,2020-01-01 22:00:00,3,22,4.6984667,-74.09483848,58.546518072875806
Granja - Carrera 77,2020-01-01 23:00:00,3,23,4.6984667,-74.09483848,56.42005287395048
Granja - Carrera 77,2020-01-02 00:00:00,4,0,4.6984667,-74.09483848,52.38731675359867
Granja - Carrera 77,2020-01-02 01:00:00,4,1,4.6984667,-74.09483848,51.01310486828214
Granja - Carrera 77,2020-01-02 02:00:00,4,2,4.6984667,-74.09483848,50.9056452956105
Granja - Carrera 77,2020-01-02 03:00:00,4,3,4.6984667,-74.09483848,52.22517796049002
Granja - Carrera 77,2020-01-02 04:00:00,4,4,4.6984667,-74.09483848,57.71623504509721
Granja - Carrera 77,2020-01-02 05:00:00,4,5,4.6984667,-74.09483848,61.3398116225364
Granja - Carrera 77,2020-01-02 06:00:00,4,6,4.6984667,-74.09483848,61.960194272364625
Granja - Carrera 77,2020-01-02 07:00:00,4,7,4.6984667,-74.09483848,61.787029565645234
Granja - Carrera 77,2020-01-02 08:00:00,4,8,4.6984667,-74.09483848,61.429996145949694
Granja - Carrera 77,2020-01-02 09:00:00,4,9,4.6984667,-74.09483848,61.18276348188003
Granja - Carrera 77,2020-01-02 10:00:00,4,10,4.6984667,-74.09483848,61.20350269236695
Granja - Carrera 77,2020-01-02 11:00:00,4,11,4.6984667,-74.09483848,61.29828888579331
Granja - Carrera 77,2020-01-02 12:00:00,4,12,4.6984667,-74.09483848,61.43218752109529
Granja - Carrera 77,2020-01-02 13:00:00,4,13,4.6984667,-74.09483848,61.66183904431775
Granja - Carrera 77,2020-01-02 14:00:00,4,14,4.6984667,-74.09483848,61.673250319325206
Granja - Carrera 77,2020-01-02 15:00:00,4,15,4.6984667,-74.09483848,61.8322601217391
Granja - Carrera 77,2020-01-02 16:00:00,4,16,4.6984667,-74.09483848,61.87892050961808
Granja - Carrera 77,2020-01-02 17:00:00,4,17,4.6984667,-74.09483848,61.86665059613425
Granja - Carrera 77,2020-01-02 18:00:00,4,18,4.6984667,-74.09483848,61.47821262988082
Granja - Carrera 77,2020-01-02 19:00:00,4,19,4.6984667,-74.09483848,61.00717753297952
Granja - Carrera 77,2020-01-02 20:00:00,4,20,4.6984667,-74.09483848,60.191002085367344
Granja - Carrera 77,2020-01-02 21:00:00,4,21,4.6984667,-74.09483848,59.61010356281862
Granja - Carrera 77,2020-01-02 22:00:00,4,22,4.6984667,-74.09483848,58.601456459722264
Granja - Carrera 77,2020-01-02 23:00:00,4,23,4.6984667,-74.09483848,56.70568506030539
Granja - Carrera 77,2020-01-03 00:00:00,5,0,4.6984667,-74.09483848,52.64713193410608
Granja - Carrera 77,2020-01-03 01:00:00,5,1,4.6984667,-74.09483848,51.42013847752043
Granja - Carrera 77,2020-01-03 02:00:00,5,2,4.6984667,-74.09483848,51.28450897691244
Granja - Carrera 77,2020-01-03 03:00:00,5,3,4.6984667,-74.09483848,52.49878845793718
Granja - Carrera 77,2020-01-03 04:00:00,5,4,4.6984667,-74.09483848,57.565432558973974
Granja - Carrera 77,2020-01-03 05:00:00,5,5,4.6984667,-74.09483848,61.26475379742336
Granja - Carrera 77,2020-01-03 06:00:00,5,6,4.6984667,-74.09483848,61.87692957420734
Granja - Carrera 77,2020-01-03 07:00:00,5,7,4.6984667,-74.09483848,61.780068139281624
Granja - Carrera 77,2020-01-03 08:00:00,5,8,4.6984667,-74.09483848,61.45179301805639
Granja - Carrera 77,2020-01-03 09:00:00,5,9,4.6984667,-74.09483848,61.26650232563649
Granja - Carrera 77,2020-01-03 10:00:00,5,10,4.6984667,-74.09483848,61.26065842962381
Granja - Carrera 77,2020-01-03 11:00:00,5,11,4.6984667,-74.09483848,61.36063825891131
Granja - Carrera 77,2020-01-03 12:00:00,5,12,4.6984667,-74.09483848,61.47236965894796
Granja - Carrera 77,2020-01-03 13:00:00,5,13,4.6984667,-74.09483848,61.655016737729525
Granja - Carrera 77,2020-01-03 14:00:00,5,14,4.6984667,-74.09483848,61.67149123029497
Granja - Carrera 77,2020-01-03 15:00:00,5,15,4.6984667,-74.09483848,61.91965116524506
Granja - Carrera 77,2020-01-03 16:00:00,5,16,4.6984667,-74.09483848,61.92724820066243
Granja - Carrera 77,2020-01-03 17:00:00,5,17,4.6984667,-74.09483848,61.89455732932446
Granja - Carrera 77,2020-01-03 18:00:00,5,18,4.6984667,-74.09483848,61.53174881204655
Granja - Carrera 77,2020-01-03 19:00:00,5,19,4.6984667,-74.09483848,61.07340512482611
Granja - Carrera 77,2020-01-03 20:00:00,5,20,4.6984667,-74.09483848,60.27621800972258
Granja - Carrera 77,2020-01-03 21:00:00,5,21,4.6984667,-74.09483848,59.7436922416684
Granja - Carrera 77,2020-01-03 22:00:00,5,22,4.6984667,-74.09483848,58.768048182764645
Granja - Carrera 77,2020-01-03 23:00:00,5,23,4.6984667,-74.09483848,57.2517521198652
Granja - Carrera 77,2020-01-04 00:00:00,6,0,4.6984667,-74.09483848,53.68704368665104
Granja - Carrera 77,2020-01-04 01:00:00,6,1,4.6984667,-74.09483848,52.38902240420399
Granja - Carrera 77,2020-01-04 02:00:00,6,2,4.6984667,-74.09483848,52.137196829373444
Granja - Carrera 77,2020-01-04 03:00:00,6,3,4.6984667,-74.09483848,52.629932874555884
Granja - Carrera 77,2020-01-04 04:00:00,6,4,4.6984667,-74.09483848,56.98723999521441
Granja - Carrera 77,2020-01-04 05:00:00,6,5,4.6984667,-74.09483848,60.849518934192865
Granja - Carrera 77,2020-01-04 06:00:00,6,6,4.6984667,-74.09483848,61.766555745174436
Granja - Carrera 77,2020-01-04 07:00:00,6,7,4.6984667,-74.09483848,61.77853771429002
Granja - Carrera 77,2020-01-04 08:00:00,6,8,4.6984667,-74.09483848,61.508611584181125
Granja - Carrera 77,2020-01-04 09:00:00,6,9,4.6984667,-74.09483848,61.33974693789187
Granja - Carrera 77,2020-01-04 10:00:00,6,10,4.6984667,-74.09483848,61.331147750137255
Granja - Carrera 77,2020-01-04 11:00:00,6,11,4.6984667,-74.09483848,61.50710571757677
Granja - Carrera 77,2020-01-04 12:00:00,6,12,4.6984667,-74.09483848,61.59072526485257
Granja - Carrera 77,2020-01-04 13:00:00,6,13,4.6984667,-74.09483848,61.85758409610305
Granja - Carrera 77,2020-01-04 14:00:00,6,14,4.6984667,-74.09483848,61.86065079321492
Granja - Carrera 77,2020-01-04 15:00:00,6,15,4.6984667,-74.09483848,61.771492198278224
Granja - Carrera 77,2020-01-04 16:00:00,6,16,4.6984667,-74.09483848,61.57709496478009
Granja - Carrera 77,2020-01-04 17:00:00,6,17,4.6984667,-74.09483848,61.48067392280304
Granja - Carrera 77,2020-01-04 18:00:00,6,18,4.6984667,-74.09483848,60.997199842044445
Granja - Carrera 77,2020-01-04 19:00:00,6,19,4.6984667,-74.09483848,60.545280699765485
Granja - Carrera 77,2020-01-04 20:00:00,6,20,4.6984667,-74.09483848,59.799157852009444
Granja - Carrera 77,2020-01-04 21:00:00,6,21,4.6984667,-74.09483848,59.27253384011178
Granja - Carrera 77,2020-01-04 22:00:00,6,22,4.6984667,-74.09483848,58.368378913410886
Granja - Carrera 77,2020-01-04 23:00:00,6,23,4.6984667,-74.09483848,56.82648746456729
Granja - Carrera 77,2020-01-05 00:00:00,7,0,4.6984667,-74.09483848,53.396284590612375
Granja - Carrera 77,2020-01-05 01:00:00,7,1,4.6984667,-74.09483848,52.25338090859862
Granja - Carrera 77,2020-01-05 02:00:00,7,2,4.6984667,-74.09483848,52.07120923378263
Granja - Carrera 77,2020-01-05 03:00:00,7,3,4.6984667,-74.09483848,52.00810808582688
Granja - Carrera 77,2020-01-05 04:00:00,7,4,4.6984667,-74.09483848,53.697761657802616
Granja - Carrera 77,2020-01-05 05:00:00,7,5,4.6984667,-74.09483848,57.04972061227381
Granja - Carrera 77,2020-01-05 06:00:00,7,6,4.6984667,-74.09483848,58.73791853506675
Granja - Carrera 77,2020-01-05 07:00:00,7,7,4.6984667,-74.09483848,58.84025437846408
Granja - Carrera 77,2020-01-05 08:00:00,7,8,4.6984667,-74.09483848,58.830257962665705
Granja - Carrera 77,2020-01-05 09:00:00,7,9,4.6984667,-74.09483848,58.84643196295845
Granja - Carrera 77,2020-01-05 10:00:00,7,10,4.6984667,-74.09483848,59.37848864363754
Granja - Carrera 77,2020-01-05 11:00:00,7,11,4.6984667,-74.09483848,59.68604167996536
Granja - Carrera 77,2020-01-05 12:00:00,7,12,4.6984667,-74.09483848,59.91563117042897
Granja - Carrera 77,2020-01-05 13:00:00,7,13,4.6984667,-74.09483848,60.06326403838539
Granja - Carrera 77,2020-01-05 14:00:00,7,14,4.6984667,-74.09483848,60.06733348873785
Granja - Carrera 77,2020-01-05 15:00:00,7,15,4.6984667,-74.09483848,60.01064255089441
Granja - Carrera 77,2020-01-05 16:00:00,7,16,4.6984667,-74.09483848,59.62071433002263
Granja - Carrera 77,2020-01-05 17:00:00,7,17,4.6984667,-74.09483848,59.63465598006615
Granja - Carrera 77,2020-01-05 18:00:00,7,18,4.6984667,-74.09483848,59.16500447290155
Granja - Carrera 77,2020-01-05 19:00:00,7,19,4.6984667,-74.09483848,58.952331215854876
Granja - Carrera 77,2020-01-05 20:00:00,7,20,4.6984667,-74.09483848,58.64769173221121
Granja - Carrera 77,2020-01-05 21:00:00,7,21,4.6984667,-74.09483848,58.21646241846793
Granja - Carrera 77,2020-01-05 22:00:00,7,22,4.6984667,-74.09483848,57.16460691014248
Granja - Carrera 77,2020-01-05 23:00:00,7,23,4.6984667,-74.09483848,54.783395849171356
Granja - Carrera 77,2020-01-06 00:00:00,1,0,4.6984667,-74.09483848,51.48015994557263
Granja - Carrera 77,2020-01-06 01:00:00,1,1,4.6984667,-74.09483848,50.360316682941715
Granja - Carrera 77,2020-01-06 02:00:00,1,2,4.6984667,-74.09483848,50.52862087815916
Granja - Carrera 77,2020-01-06 03:00:00,1,3,4.6984667,-74.09483848,51.52848450801202
Granja - Carrera 77,2020-01-06 04:00:00,1,4,4.6984667,-74.09483848,56.773695360331146
Granja - Carrera 77,2020-01-06 05:00:00,1,5,4.6984667,-74.09483848,60.53244095138523
Granja - Carrera 77,2020-01-06 06:00:00,1,6,4.6984667,-74.09483848,61.214581207958254
Granja - Carrera 77,2020-01-06 07:00:00,1,7,4.6984667,-74.09483848,61.03367736401664
Granja - Carrera 77,2020-01-06 08:00:00,1,8,4.6984667,-74.09483848,60.76443541470228
Granja - Carrera 77,2020-01-06 09:00:00,1,9,4.6984667,-74.09483848,60.61642224385373
Granja - Carrera 77,2020-01-06 10:00:00,1,10,4.6984667,-74.09483848,60.6850703447048
Granja - Carrera 77,2020-01-06 11:00:00,1,11,4.6984667,-74.09483848,60.739750767989655
Granja - Carrera 77,2020-01-06 12:00:00,1,12,4.6984667,-74.09483848,60.8441031683957
Granja - Carrera 77,2020-01-06 13:00:00,1,13,4.6984667,-74.09483848,60.97810113928826
Granja - Carrera 77,2020-01-06 14:00:00,1,14,4.6984667,-74.09483848,60.990409389948674
Granja - Carrera 77,2020-01-06 15:00:00,1,15,4.6984667,-74.09483848,61.154642279492144
Granja - Carrera 77,2020-01-06 16:00:00,1,16,4.6984667,-74.09483848,61.210537538547825
Granja - Carrera 77,2020-01-06 17:00:00,1,17,4.6984667,-74.09483848,61.23727640382339
Granja - Carrera 77,2020-01-06 18:00:00,1,18,4.6984667,-74.09483848,61.03043328284932
Granja - Carrera 77,2020-01-06 19:00:00,1,19,4.6984667,-74.09483848,60.71539339673303
Granja - Carrera 77,2020-01-06 20:00:00,1,20,4.6984667,-74.09483848,59.81370896812723
Granja - Carrera 77,2020-01-06 21:00:00,1,21,4.6984667,-74.09483848,59.25438712183967
Granja - Carrera 77,2020-01-06 22:00:00,1,22,4.6984667,-74.09483848,58.075216013238155
Granja - Carrera 77,2020-01-06 23:00:00,1,23,4.6984667,-74.09483848,55.87583484118504
Granja - Carrera 77,2020-01-07 00:00:00,2,0,4.6984667,-74.09483848,51.799057886015845
Granja - Carrera 77,2020-01-07 01:00:00,2,1,4.6984667,-74.09483848,50.5855508076879
Granja - Carrera 77,2020-01-07 02:00:00,2,2,4.6984667,-74.09483848,50.740711026563496
Granja - Carrera 77,2020-01-07 03:00:00,2,3,4.6984667,-74.09483848,52.077493520143825
Granja - Carrera 77,2020-01-07 04:00:00,2,4,4.6984667,-74.09483848,57.87777087333145
Granja - Carrera 77,2020-01-07 05:00:00,2,5,4.6984667,-74.09483848,61.53401106131895
Granja - Carrera 77,2020-01-07 06:00:00,2,6,4.6984667,-74.09483848,62.11544365681414
Granja - Carrera 77,2020-01-07 07:00:00,2,7,4.6984667,-74.09483848,61.87601237979338
Granja - Carrera 77,2020-01-07 08:00:00,2,8,4.6984667,-74.09483848,61.531192798333564
Granja - Carrera 77,2020-01-07 09:00:00,2,9,4.6984667,-74.09483848,61.32740317070182
Granja - Carrera 77,2020-01-07 10:00:00,2,10,4.6984667,-74.09483848,61.408386431140116
Granja - Carrera 77,2020-01-07 11:00:00,2,11,4.6984667,-74.09483848,61.53276014483523
Granja - Carrera 77,2020-01-07 12:00:00,2,12,4.6984667,-74.09483848,61.63980507711739
Granja - Carrera 77,2020-01-07 13:00:00,2,13,4.6984667,-74.09483848,61.84358816193121
Granja - Carrera 77,2020-01-07 14:00:00,2,14,4.6984667,-74.09483848,61.84802160452827
Granja - Carrera 77,2020-01-07 15:00:00,2,15,4.6984667,-74.09483848,61.97302322297603
Granja - Carrera 77,2020-01-07 16:00:00,2,16,4.6984667,-74.09483848,62.02795537462914
Granja - Carrera 77,2020-01-07 17:00:00,2,17,4.6984667,-74.09483848,62.03044124986652
Granja - Carrera 77,2020-01-07 18:00:00,2,18,4.6984667,-74.09483848,61.59357897869941
Granja - Carrera 77,2020-01-07 19:00:00,2,19,4.6984667,-74.09483848,61.109956845521445
Granja - Carrera 77,2020-01-07 20:00:00,2,20,4.6984667,-74.09483848,60.10475940084122
Granja - Carrera 77,2020-01-07 21:00:00,2,21,4.6984667,-74.09483848,59.47133068634743
Granja - Carrera 77,2020-01-07 22:00:00,2,22,4.6984667,-74.09483848,58.459773709081446
Granja - Carrera 77,2020-01-07 23:00:00,2,23,4.6984667,-74.09483848,56.32357772890532
Portal de las Américas,2020-01-01 00:00:00,3,0,4.6282829,-74.17128277,50.4707448010188
Portal de las Américas,2020-01-01 01:00:00,3,1,4.6282829,-74.17128277,49.21052807048427
Portal de las Américas,2020-01-01 02:00:00,3,2,4.6282829,-74.17128277,48.92690723329359
Portal de las Américas,2020-01-01 03:00:00,3,3,4.6282829,-74.17128277,50.16893104997892
Portal de las Américas,2020-01-01 04:00:00,3,4,4.6282829,-74.17128277,56.17323641996975
Portal de las Américas,2020-01-01 05:00:00,3,5,4.6282829,-74.17128277,59.1652121125254
Portal de las Américas,2020-01-01 06:00:00,3,6,4.6282829,-74.17128277,59.48969583280167
Portal de las Américas,2020-01-01 07:00:00,3,7,4.6282829,-74.17128277,59.311557124947186
Portal de las Américas,2020-01-01 08:00:00,3,8,4.6282829,-74.17128277,58.71723137117531
Portal de las Américas,2020-01-01 09:00:00,3,9,4.6282829,-74.17128277,58.46834411931565
Portal de las Américas,2020-01-01 10:00:00,3,10,4.6282829,-74.17128277,58.60809774185215
Portal de las Américas,2020-01-01 11:00:00,3,11,4.6282829,-74.17128277,58.661751415542334
Portal de las Américas,2020-01-01 12:00:00,3,12,4.6282829,-74.17128277,58.71647784243877
Portal de las Américas,2020-01-01 13:00:00,3,13,4.6282829,-74.17128277,58.88783575510549
Portal de las Américas,2020-01-01 14:00:00,3,14,4.6282829,-74.17128277,58.8861380127946
Portal de las Américas,2020-01-01 15:00:00,3,15,4.6282829,-74.17128277,58.891275917710225
Portal de las Américas,2020-01-01 16:00:00,3,16,4.6282829,-74.17128277,58.940549944295334
Portal de las Américas,2020-01-01 17:00:00,3,17,4.6282829,-74.17128277,58.87318914923491
Portal de las Américas,2020-01-01 18:00:00,3,18,4.6282829,-74.17128277,58.5036898267579
Portal de las Américas,2020-01-01 19:00:00,3,19,4.6282829,-74.17128277,58.03022274654372
Portal de las Américas,2020-01-01 20:00:00,3,20,4.6282829,-74.17128277,57.528791279875584
Portal de las Américas,2020-01-01 21:00:00,3,21,4.6282829,-74.17128277,56.24055581935777
Portal de las Américas,2020-01-01 22:00:00,3,22,4.6282829,-74.17128277,55.11830682045741
Portal de las Américas,2020-01-01 23:00:00,3,23,4.6282829,-74.17128277,53.52356653849389
Portal de las Américas,2020-01-02 00:00:00,4,0,4.6282829,-74.17128277,50.418058626738045
Portal de las Américas,2020-01-02 01:00:00,4,1,4.6282829,-74.17128277,49.14932031343045
Portal de las Américas,2020-01-02 02:00:00,4,2,4.6282829,-74.17128277,48.830797623105205
Portal de las Américas,2020-01-02 03:00:00,4,3,4.6282829,-74.17128277,50.03734825973262
Portal de las Américas,2020-01-02 04:00:00,4,4,4.6282829,-74.17128277,56.27007451887422
Portal de las Américas,2020-01-02 05:00:00,4,5,4.6282829,-74.17128277,59.26012447476899
Portal de las Américas,2020-01-02 06:00:00,4,6,4.6282829,-74.17128277,59.597332529527904
Portal de las Américas,2020-01-02 07:00:00,4,7,4.6282829,-74.17128277,59.41626929529631
Portal de las Américas,2020-01-02 08:00:00,4,8,4.6282829,-74.17128277,58.80742514822925
Portal de las Américas,2020-01-02 09:00:00,4,9,4.6282829,-74.17128277,58.53531440704858
Portal de las Américas,2020-01-02 10:00:00,4,10,4.6282829,-74.17128277,58.6723713923494
Portal de las Américas,2020-01-02 11:00:00,4,11,4.6282829,-74.17128277,58.714584710719144
Portal de las Américas,2020-01-02 12:00:00,4,12,4.6282829,-74.17128277,58.780504571409836
Portal de las Américas,2020-01-02 13:00:00,4,13,4.6282829,-74.17128277,58.933894096272624
Portal de las Américas,2020-01-02 14:00:00,4,14,4.6282829,-74.17128277,58.932196353961736
Portal de las Américas,2020-01-02 15:00:00,4,15,4.6282829,-74.17128277,58.95634953957678
Portal de las Américas,2020-01-02 16:00:00,4,16,4.6282829,-74.17128277,59.01407982533519
Portal de las Américas,2020-01-02 17:00:00,4,17,4.6282829,-74.17128277,58.918539245084546
Portal de las Américas,2020-01-02 18:00:00,4,18,4.6282829,-74.17128277,58.57174119356665
Portal de las Américas,2020-01-02 19:00:00,4,19,4.6282829,-74.17128277,58.080434963472285
Portal de las Américas,2020-01-02 20:00:00,4,20,4.6282829,-74.17128277,57.5761071067713
Portal de las Américas,2020-01-02 21:00:00,4,21,4.6282829,-74.17128277,56.28712461321149
Portal de las Américas,2020-01-02 22:00:00,4,22,4.6282829,-74.17128277,55.11785808468024
Portal de las Américas,2020-01-02 23:00:00,4,23,4.6282829,-74.17128277,53.728650075984675
Portal de las Américas,2020-01-03 00:00:00,5,0,4.6282829,-74.17128277,50.98376701480307
Portal de las Américas,2020-01-03 01:00:00,5,1,4.6282829,-74.17128277,49.632613558779866
Portal de las Américas,2020-01-03 02:00:00,5,2,4.6282829,-74.17128277,49.206163622610646
Portal de las Américas,2020-01-03 03:00:00,5,3,4.6282829,-74.17128277,50.42759192354348
Portal de las Américas,2020-01-03 04:00:00,5,4,4.6282829,-74.17128277,56.20640969437085
Portal de las Américas,2020-01-03 05:00:00,5,5,4.6282829,-74.17128277,59.204051242546655
Portal de las Américas,2020-01-03 06:00:00,5,6,4.6282829,-74.17128277,59.595940242439006
Portal de las Américas,2020-01-03 07:00:00,5,7,4.6282829,-74.17128277,59.39859148438255
Portal de las Américas,2020-01-03 08:00:00,5,8,4.6282829,-74.17128277,58.881197287336136
Portal de las Américas,2020-01-03 09:00:00,5,9,4.6282829,-74.17128277,58.66882715226944
Portal de las Américas,2020-01-03 10:00:00,5,10,4.6282829,-74.17128277,58.761749825028474
Portal de las Américas,2020-01-03 11:00:00,5,11,4.6282829,-74.17128277,58.80926120289631
Portal de las Américas,2020-01-03 12:00:00,5,12,4.6282829,-74.17128277,58.882012474702044
Portal de las Américas,2020-01-03 13:00:00,5,13,4.6282829,-74.17128277,58.947818810559006
Portal de las Américas,2020-01-03 14:00:00,5,14,4.6282829,-74.17128277,58.93945789211898
Portal de las Américas,2020-01-03 15:00:00,5,15,4.6282829,-74.17128277,58.941900418203296
Portal de las Américas,2020-01-03 16:00:00,5,16,4.6282829,-74.17128277,58.99216220103322
Portal de las Américas,2020-01-03 17:00:00,5,17,4.6282829,-74.17128277,58.890811718768425
Portal de las Américas,2020-01-03 18:00:00,5,18,4.6282829,-74.17128277,58.56917440763873
Portal de las Américas,2020-01-03 19:00:00,5,19,4.6282829,-74.17128277,58.24038364491871
Portal de las Américas,2020-01-03 20:00:00,5,20,4.6282829,-74.17128277,57.77123923786925
Portal de las Américas,2020-01-03 21:00:00,5,21,4.6282829,-74.17128277,56.48461480175634
Portal de las Américas,2020-01-03 22:00:00,5,22,4.6282829,-74.17128277,55.47702478415238
Portal de las Américas,2020-01-03 23:00:00,5,23,4.6282829,-74.17128277,54.261167226861964
Portal de las Américas,2020-01-04 00:00:00,6,0,4.6282829,-74.17128277,51.76579520976393
Portal de las Américas,2020-01-04 01:00:00,6,1,4.6282829,-74.17128277,50.84746054568648
Portal de las Américas,2020-01-04 02:00:00,6,2,4.6282829,-74.17128277,50.718758203075225
Portal de las Américas,2020-01-04 03:00:00,6,3,4.6282829,-74.17128277,51.29333736782166
Portal de las Américas,2020-01-04 04:00:00,6,4,4.6282829,-74.17128277,54.922613016510965
Portal de las Américas,2020-01-04 05:00:00,6,5,4.6282829,-74.17128277,57.85089211806109
Portal de las Américas,2020-01-04 06:00:00,6,6,4.6282829,-74.17128277,58.88513326945431
Portal de las Américas,2020-01-04 07:00:00,6,7,4.6282829,-74.17128277,58.869590350181234
Portal de las Américas,2020-01-04 08:00:00,6,8,4.6282829,-74.17128277,58.628349501933094
Portal de las Américas,2020-01-04 09:00:00,6,9,4.6282829,-74.17128277,58.52962789790837
