Estación;latitude;longitude;Variable;Hora;Valor_max;Valor_mean;Valor_min
CAI Claret;4.583296;-74.127269;Lmin;7;90.5;38.19131818181788;0.0
CAI Claret;4.583296;-74.127269;Lmin;8;94.4;38.48351797861981;3.6
CAI Claret;4.583296;-74.127269;Lmin;9;95.6;39.33317388493863;4.5
CAI Claret;4.583296;-74.127269;Lmin;10;94.6;40.0579314802844;6.4
CAI Claret;4.583296;-74.127269;Lmin;11;94.7;40.482086677367526;7.2
CAI Claret;4.583296;-74.127269;Lmin;12;95.9;40.83345184227536;8.0
CAI Claret;4.583296;-74.127269;Lmin;13;90.5;41.14963713631881;0.0
CAI Claret;4.583296;-74.127269;Lmin;14;82.3;40.74974174566857;7.2
CAI Claret;4.583296;-74.127269;Lmin;15;82.0;40.57718810601178;6.3
CAI Claret;4.583296;-74.127269;Lmin;16;82.7;40.68253320375775;5.9
CAI Claret;4.583296;-74.127269;Lmin;17;86.0;40.96544702513478;5.3
CAI Claret;4.583296;-74.127269;Lmin;18;80.8;40.64729306487694;3.9
CAI Claret;4.583296;-74.127269;Lmin;19;92.3;39.79509835536901;3.1
CAI Claret;4.583296;-74.127269;Lmin;20;83.2;37.65886363636338;2.4
CAI Claret;4.583296;-74.127269;Lmin;21;80.0;35.75018464528634;2.2
CAI Claret;4.583296;-74.127269;Lmin;22;80.6;33.322792501616064;1.9
CAI Claret;4.583296;-74.127269;Lmin;23;77.5;30.280491273432514;1.7
CAI Galerias;4.641682;-74.074534;L10;0;87.9;45.75750000000006;6.1
CAI Galerias;4.641682;-74.074534;L10;1;87.8;43.156559766763905;3.7
CAI Galerias;4.641682;-74.074534;L10;2;86.9;42.58344108446276;6.2
CAI Galerias;4.641682;-74.074534;L10;3;88.8;42.905694093891974;6.2
CAI Galerias;4.641682;-74.074534;L10;4;92.8;46.43063328424166;6.5
CAI Galerias;4.641682;-74.074534;L10;5;94.1;52.918816738816695;10.4
CAI Galerias;4.641682;-74.074534;L10;6;94.8;55.87566207878524;12.9
CAI Galerias;4.641682;-74.074534;L10;7;95.2;56.567316816024984;12.8
CAI Galerias;4.641682;-74.074534;L10;8;94.6;56.386300102774975;12.9
CAI Galerias;4.641682;-74.074534;L10;9;94.5;56.13043609022602;14.7
CAI Galerias;4.641682;-74.074534;L10;10;94.4;55.731652852267324;-0.1
CAI Galerias;4.641682;-74.074534;L10;11;94.8;56.14589706589684;-0.1
CAI Galerias;4.641682;-74.074534;L10;12;95.1;56.18709586466167;-0.1
CAI Galerias;4.641682;-74.074534;L10;13;91.2;56.055915492957496;-0.1
CAI Galerias;4.641682;-74.074534;L10;14;95.9;56.21210499747593;-0.1
CAI Galerias;4.641682;-74.074534;L10;15;93.7;56.1293417844954;-0.1
CAI Galerias;4.641682;-74.074534;L10;16;91.3;56.13823874755406;-0.1
CAI Galerias;4.641682;-74.074534;L10;17;98.6;56.22807453416133;-0.1
CAI Galerias;4.641682;-74.074534;L10;18;91.1;55.71891917293239;-0.1
CAI Galerias;4.641682;-74.074534;L10;19;92.6;55.108332537028005;-0.1
CAI Galerias;4.641682;-74.074534;L10;20;112.2;54.656476833976846;-0.1
CAI Galerias;4.641682;-74.074534;L10;21;92.6;54.11537369914829;-0.1
CAI Galerias;4.641682;-74.074534;L10;22;89.3;52.55996177735302;-0.1
CAI Galerias;4.641682;-74.074534;L10;23;91.9;49.73613389910436;-0.1
CAI Galerias;4.641682;-74.074534;L50;0;83.1;37.51117228286659;4.1
CAI Galerias;4.641682;-74.074534;L50;1;82.5;35.73732940598913;3.7
CAI Galerias;4.641682;-74.074534;L50;2;81.2;34.53905113336846;2.8
CAI Galerias;4.641682;-74.074534;L50;3;82.7;34.39958163265297;2.8
CAI Galerias;4.641682;-74.074534;L50;4;84.5;36.887490079365065;4.7
CAI Galerias;4.641682;-74.074534;L50;5;89.2;43.29930029154515;6.2
CAI Galerias;4.641682;-74.074534;L50;6;90.9;47.52980824544585;6.9
CAI Galerias;4.641682;-74.074534;L50;7;90.9;48.628326226013;7.0
CAI Galerias;4.641682;-74.074534;L50;8;90.6;48.9015688311685;7.7
CAI Galerias;4.641682;-74.074534;L50;9;90.6;49.15814589665661;8.4
CAI Galerias;4.641682;-74.074534;L50;10;90.1;49.13285714285729;-0.1
CAI Galerias;4.641682;-74.074534;L50;11;90.4;49.761448007774455;-0.1
CAI Galerias;4.641682;-74.074534;L50;12;90.6;49.966644518272666;-0.1
CAI Galerias;4.641682;-74.074534;L50;13;87.9;50.2382816471784;-0.1
CAI Galerias;4.641682;-74.074534;L50;14;87.8;50.026469387755185;-0.1
CAI Galerias;4.641682;-74.074534;L50;15;87.3;49.886413793103415;-0.1
CAI Galerias;4.641682;-74.074534;L50;16;87.6;49.86408304498285;-0.1
CAI Galerias;4.641682;-74.074534;L50;17;87.8;49.89975868725843;-0.1
CAI Galerias;4.641682;-74.074534;L50;18;87.4;49.33022306597061;-0.1
CAI Galerias;4.641682;-74.074534;L50;19;91.2;48.687673745173896;-0.1
CAI Galerias;4.641682;-74.074534;L50;20;86.2;47.53584592881524;-0.1
CAI Galerias;4.641682;-74.074534;L50;21;85.7;46.60981366459612;-0.1
CAI Galerias;4.641682;-74.074534;L50;22;85.0;44.30366795366801;-0.1
CAI Galerias;4.641682;-74.074534;L50;23;82.9;41.090571428571515;-0.1
CAI Galerias;4.641682;-74.074534;L90;0;80.2;32.62968984962409;2.8
CAI Galerias;4.641682;-74.074534;L90;1;78.8;31.62364431486895;2.7
CAI Galerias;4.641682;-74.074534;L90;2;77.4;30.25413972888433;2.3
CAI Galerias;4.641682;-74.074534;L90;3;78.5;30.010933871781997;2.1
CAI Galerias;4.641682;-74.074534;L90;4;79.3;31.09797741777132;2.3
CAI Galerias;4.641682;-74.074534;L90;5;83.0;36.07989417989424;4.7
CAI Galerias;4.641682;-74.074534;L90;6;85.0;41.24367346938799;5.8
CAI Galerias;4.641682;-74.074534;L90;7;85.6;42.60797047970477;6.0
CAI Galerias;4.641682;-74.074534;L90;8;85.4;43.34129496402874;6.3
CAI Galerias;4.641682;-74.074534;L90;9;85.0;44.02643609022558;6.6
CAI Galerias;4.641682;-74.074534;L90;10;85.0;44.41674305216967;-0.1
CAI Galerias;4.641682;-74.074534;L90;11;84.9;45.321269841269945;-0.1
CAI Galerias;4.641682;-74.074534;L90;12;85.0;45.624050751879814;-0.1
CAI Galerias;4.641682;-74.074534;L90;13;86.8;46.17592555331994;-0.1
CAI Galerias;4.641682;-74.074534;L90;14;85.4;45.71710247349829;-0.1
CAI Galerias;4.641682;-74.074534;L90;15;85.0;45.623071672354946;-0.1
CAI Galerias;4.641682;-74.074534;L90;16;85.2;45.56324853228969;-0.1
CAI Galerias;4.641682;-74.074534;L90;17;85.0;45.52775919732434;-0.1
CAI Galerias;4.641682;-74.074534;L90;18;84.4;44.96281015037592;-0.1
CAI Galerias;4.641682;-74.074534;L90;19;91.2;44.34221691352142;-0.1
CAI Galerias;4.641682;-74.074534;L90;20;82.9;42.763899613899646;-0.1
CAI Galerias;4.641682;-74.074534;L90;21;82.7;41.35969725638601;-0.1
CAI Galerias;4.641682;-74.074534;L90;22;81.8;38.63617773530824;-0.1
CAI Galerias;4.641682;-74.074534;L90;23;80.4;35.3538425271099;-0.1
CAI Galerias;4.641682;-74.074534;Leq;0;76.8;43.61338041795662;5.7
CAI Galerias;4.641682;-74.074534;Leq;1;74.1;41.433873549419765;3.8
CAI Galerias;4.641682;-74.074534;Leq;2;71.3;40.92468870759969;7.4
CAI Galerias;4.641682;-74.074534;Leq;3;70.0;41.25235917688628;7.1
CAI Galerias;4.641682;-74.074534;Leq;4;71.4;44.221750555892584;8.6
CAI Galerias;4.641682;-74.074534;Leq;5;74.1;49.646761734997156;12.9
CAI Galerias;4.641682;-74.074534;Leq;6;75.4;52.38899745944931;14.5
CAI Galerias;4.641682;-74.074534;Leq;7;76.1;53.17842413718266;14.4
CAI Galerias;4.641682;-74.074534;Leq;8;76.0;53.11818662716881;14.8
CAI Galerias;4.641682;-74.074534;Leq;9;74.3;53.01799793601645;15.1
CAI Galerias;4.641682;-74.074534;Leq;10;75.4;52.709767115037145;0.0
CAI Galerias;4.641682;-74.074534;Leq;11;78.3;53.184432560903176;0.0
CAI Galerias;4.641682;-74.074534;Leq;12;78.9;53.28934791021687;0.0
CAI Galerias;4.641682;-74.074534;Leq;13;76.3;53.25428748964377;0.0
CAI Galerias;4.641682;-74.074534;Leq;14;81.2;53.33040947827912;0.0
CAI Galerias;4.641682;-74.074534;Leq;15;77.6;53.20578197149185;0.0
CAI Galerias;4.641682;-74.074534;Leq;16;77.4;53.277487912973385;0.0
CAI Galerias;4.641682;-74.074534;Leq;17;83.7;53.361981113515895;0.0
CAI Galerias;4.641682;-74.074534;Leq;18;77.6;52.86690208978325;0.0
CAI Galerias;4.641682;-74.074534;Leq;19;81.7;52.40656108597263;0.0
CAI Galerias;4.641682;-74.074534;Leq;20;86.6;51.76699125596194;0.0
CAI Galerias;4.641682;-74.074534;Leq;21;78.2;51.006057654850146;0.0
CAI Galerias;4.641682;-74.074534;Leq;22;72.6;49.426254180602065;0.0
CAI Galerias;4.641682;-74.074534;Leq;23;76.5;46.96556008542032;0.0
CAI Galerias;4.641682;-74.074534;Lmax;0;129.3;66.2382894736844;6.2
CAI Galerias;4.641682;-74.074534;Lmax;1;122.4;63.226413994169256;3.8
CAI Galerias;4.641682;-74.074534;Lmax;2;120.9;64.78177267987478;21.7
CAI Galerias;4.641682;-74.074534;Lmax;3;121.3;65.26497728419974;21.3
CAI Galerias;4.641682;-74.074534;Lmax;4;114.7;67.55858615611184;23.4
CAI Galerias;4.641682;-74.074534;Lmax;5;121.0;72.2840692640698;30.3
CAI Galerias;4.641682;-74.074534;Lmax;6;113.7;73.87639297579513;23.9
CAI Galerias;4.641682;-74.074534;Lmax;7;118.3;75.05365313653121;35.6
CAI Galerias;4.641682;-74.074534;Lmax;8;114.4;74.98849948612522;33.0
CAI Galerias;4.641682;-74.074534;Lmax;9;115.6;74.99642105263182;36.1
CAI Galerias;4.641682;-74.074534;Lmax;10;123.2;74.3029644076064;0.0
CAI Galerias;4.641682;-74.074534;Lmax;11;117.5;74.89561327561357;0.0
CAI Galerias;4.641682;-74.074534;Lmax;12;124.7;74.59751879699238;0.0
CAI Galerias;4.641682;-74.074534;Lmax;13;120.9;73.97775653923559;0.0
CAI Galerias;4.641682;-74.074534;Lmax;14;127.9;75.00116102978315;0.0
CAI Galerias;4.641682;-74.074534;Lmax;15;118.4;74.68975134080965;0.0
CAI Galerias;4.641682;-74.074534;Lmax;16;122.6;74.85012720156548;0.0
CAI Galerias;4.641682;-74.074534;Lmax;17;128.1;74.92404204491162;0.0
CAI Galerias;4.641682;-74.074534;Lmax;18;126.0;74.23457706766919;0.0
CAI Galerias;4.641682;-74.074534;Lmax;19;122.3;73.22059245102722;0.0
CAI Galerias;4.641682;-74.074534;Lmax;20;124.6;73.63118725868749;0.0
CAI Galerias;4.641682;-74.074534;Lmax;21;127.2;72.9802081362347;0.0
CAI Galerias;4.641682;-74.074534;Lmax;22;127.1;71.58860965121868;0.0
CAI Galerias;4.641682;-74.074534;Lmax;23;125.6;69.58416784535632;0.0
CAI Galerias;4.641682;-74.074534;Lmin;0;77.8;28.013204887218112;0.0
CAI Galerias;4.641682;-74.074534;Lmin;1;76.5;27.50206997084561;0.0
CAI Galerias;4.641682;-74.074534;Lmin;2;73.0;25.93988529718469;1.7
CAI Galerias;4.641682;-74.074534;Lmin;3;73.1;25.73813225643619;1.7
CAI Galerias;4.641682;-74.074534;Lmin;4;73.5;26.241570937653453;1.7
CAI Galerias;4.641682;-74.074534;Lmin;5;77.8;29.307417027417156;2.3
CAI Galerias;4.641682;-74.074534;Lmin;6;79.4;34.28336971998106;3.6
CAI Galerias;4.641682;-74.074534;Lmin;7;80.8;35.82153927253558;5.0
CAI Galerias;4.641682;-74.074534;Lmin;8;80.8;36.89007194244609;5.5
CAI Galerias;4.641682;-74.074534;Lmin;9;81.4;37.888812030075165;5.9
CAI Galerias;4.641682;-74.074534;Lmin;10;81.3;38.650677718186266;0.0
CAI Galerias;4.641682;-74.074534;Lmin;11;82.3;39.847484367484036;0.0
CAI Galerias;4.641682;-74.074534;Lmin;12;81.3;40.38691729323302;0.0
CAI Galerias;4.641682;-74.074534;Lmin;13;86.9;41.09423541247499;0.0
CAI Galerias;4.641682;-74.074534;Lmin;14;81.6;40.42982332155465;0.0
CAI Galerias;4.641682;-74.074534;Lmin;15;81.2;40.35870307167239;0.0
CAI Galerias;4.641682;-74.074534;Lmin;16;82.0;40.32578277886505;0.0
CAI Galerias;4.641682;-74.074534;Lmin;17;81.7;40.23804108934554;0.0
CAI Galerias;4.641682;-74.074534;Lmin;18;80.8;39.734013157894616;0.0
CAI Galerias;4.641682;-74.074534;Lmin;19;91.3;39.1611753463927;0.0
CAI Galerias;4.641682;-74.074534;Lmin;20;79.3;37.29536679536666;0.0
CAI Galerias;4.641682;-74.074534;Lmin;21;79.3;35.552223273415194;0.0
CAI Galerias;4.641682;-74.074534;Lmin;22;77.4;32.575900621117945;0.0
CAI Galerias;4.641682;-74.074534;Lmin;23;76.8;29.77206977840645;0.0
CAI Jaboque;4.7035;-74.129137;L10;0;108.0;45.98883263278561;7.7
CAI Jaboque;4.7035;-74.129137;L10;1;93.8;41.59654044750422;2.3
CAI Jaboque;4.7035;-74.129137;L10;2;93.7;42.09558984569426;5.0
CAI Jaboque;4.7035;-74.129137;L10;3;88.5;43.96049261083746;5.5
CAI Jaboque;4.7035;-74.129137;L10;4;93.2;49.13147716229337;7.8
CAI Jaboque;4.7035;-74.129137;L10;5;94.9;54.231822991823094;7.9
CAI Jaboque;4.7035;-74.129137;L10;6;96.3;56.73909523809528;8.0
CAI Jaboque;4.7035;-74.129137;L10;7;96.2;57.20897243107772;8.0
CAI Jaboque;4.7035;-74.129137;L10;8;97.5;57.27341353383437;9.1
CAI Jaboque;4.7035;-74.129137;L10;9;94.7;57.3856744649079;10.1
CAI Jaboque;4.7035;-74.129137;L10;10;95.0;57.339399014778465;9.8
CAI Jaboque;4.7035;-74.129137;L10;11;103.9;57.22605442176874;11.4
CAI Jaboque;4.7035;-74.129137;L10;12;101.1;57.04402509652532;11.4
CAI Jaboque;4.7035;-74.129137;L10;13;96.7;57.27341323106429;12.4
CAI Jaboque;4.7035;-74.129137;L10;14;101.4;57.409428571428506;16.1
CAI Jaboque;4.7035;-74.129137;L10;15;102.7;57.47471772214035;15.1
CAI Jaboque;4.7035;-74.129137;L10;16;99.3;57.36899261957269;13.4
CAI Jaboque;4.7035;-74.129137;L10;17;96.2;57.2312086648138;12.4
CAI Jaboque;4.7035;-74.129137;L10;18;95.8;57.001551120779446;8.8
CAI Jaboque;4.7035;-74.129137;L10;19;100.6;56.88043877551017;8.5
CAI Jaboque;4.7035;-74.129137;L10;20;100.5;56.42875187969913;8.2
CAI Jaboque;4.7035;-74.129137;L10;21;101.6;55.79453459432574;8.2
CAI Jaboque;4.7035;-74.129137;L10;22;98.6;54.42825615763562;7.9
CAI Jaboque;4.7035;-74.129137;L10;23;97.8;51.227759295498906;7.8
CAI Jaboque;4.7035;-74.129137;L50;0;93.2;35.4616576297445;2.5
CAI Jaboque;4.7035;-74.129137;L50;1;88.3;32.96551393728211;2.3
CAI Jaboque;4.7035;-74.129137;L50;2;90.9;31.909187279151915;2.4
CAI Jaboque;4.7035;-74.129137;L50;3;82.0;33.06946053946052;2.7
CAI Jaboque;4.7035;-74.129137;L50;4;86.1;39.59702463054181;4.0
CAI Jaboque;4.7035;-74.129137;L50;5;90.3;45.80239882983909;6.9
CAI Jaboque;4.7035;-74.129137;L50;6;92.0;48.85657335907339;7.8
CAI Jaboque;4.7035;-74.129137;L50;7;91.7;49.487432638536106;7.5
CAI Jaboque;4.7035;-74.129137;L50;8;91.5;49.59784443314704;7.1
CAI Jaboque;4.7035;-74.129137;L50;9;90.6;49.9875113579;7.9
CAI Jaboque;4.7035;-74.129137;L50;10;90.8;50.191778221778286;7.7
CAI Jaboque;4.7035;-74.129137;L50;11;97.8;50.16216748768484;8.5
CAI Jaboque;4.7035;-74.129137;L50;12;90.3;50.00592954990219;8.4
CAI Jaboque;4.7035;-74.129137;L50;13;90.2;50.37661628473917;8.9
CAI Jaboque;4.7035;-74.129137;L50;14;92.0;50.309540459540365;8.6
CAI Jaboque;4.7035;-74.129137;L50;15;91.5;50.38426082628194;9.4
CAI Jaboque;4.7035;-74.129137;L50;16;91.6;50.31676740105281;8.7
CAI Jaboque;4.7035;-74.129137;L50;17;92.5;50.23904595356066;8.2
CAI Jaboque;4.7035;-74.129137;L50;18;92.1;49.96582957921983;7.7
CAI Jaboque;4.7035;-74.129137;L50;19;93.8;49.50681159420294;7.8
CAI Jaboque;4.7035;-74.129137;L50;20;91.2;48.62686324351809;7.8
CAI Jaboque;4.7035;-74.129137;L50;21;91.1;47.475850580514944;7.7
CAI Jaboque;4.7035;-74.129137;L50;22;93.4;45.01585414585394;7.1
CAI Jaboque;4.7035;-74.129137;L50;23;91.7;40.63331349206342;4.5
CAI Jaboque;4.7035;-74.129137;L90;0;84.0;29.01082346197926;2.0
CAI Jaboque;4.7035;-74.129137;L90;1;81.1;28.13264199655765;2.1
CAI Jaboque;4.7035;-74.129137;L90;2;81.6;26.254474863115927;2.0
CAI Jaboque;4.7035;-74.129137;L90;3;76.7;26.720364532019676;2.1
CAI Jaboque;4.7035;-74.129137;L90;4;80.1;31.195869776482102;2.2
CAI Jaboque;4.7035;-74.129137;L90;5;84.6;38.75024531024534;4.9
CAI Jaboque;4.7035;-74.129137;L90;6;86.2;42.53810476190484;5.8
CAI Jaboque;4.7035;-74.129137;L90;7;86.1;43.336390977443635;5.9
CAI Jaboque;4.7035;-74.129137;L90;8;86.2;43.5166716791979;5.9
CAI Jaboque;4.7035;-74.129137;L90;9;85.4;44.19822797411641;6.5
CAI Jaboque;4.7035;-74.129137;L90;10;85.2;44.71409852216734;6.4
CAI Jaboque;4.7035;-74.129137;L90;11;83.9;44.758581146744426;6.6
CAI Jaboque;4.7035;-74.129137;L90;12;84.1;44.650945945945935;6.6
CAI Jaboque;4.7035;-74.129137;L90;13;88.0;45.14215723873446;7.7
CAI Jaboque;4.7035;-74.129137;L90;14;84.6;44.949359605911255;7.5
CAI Jaboque;4.7035;-74.129137;L90;15;85.5;44.95913598429059;7.9
CAI Jaboque;4.7035;-74.129137;L90;16;85.7;44.93296271446341;6.8
CAI Jaboque;4.7035;-74.129137;L90;17;86.4;44.89366433432369;6.5
CAI Jaboque;4.7035;-74.129137;L90;18;86.6;44.53715123427602;6.5
CAI Jaboque;4.7035;-74.129137;L90;19;87.0;43.840326530612344;7.1
CAI Jaboque;4.7035;-74.129137;L90;20;85.9;42.627999999999844;6.2
CAI Jaboque;4.7035;-74.129137;L90;21;85.8;40.962359382777265;5.9
CAI Jaboque;4.7035;-74.129137;L90;22;84.0;37.725733990147816;3.3
CAI Jaboque;4.7035;-74.129137;L90;23;84.5;33.01964774951068;2.3
CAI Jaboque;4.7035;-74.129137;Leq;0;86.2;44.80418879056052;6.2
CAI Jaboque;4.7035;-74.129137;Leq;1;78.5;40.531777521920084;2.4
CAI Jaboque;4.7035;-74.129137;Leq;2;77.6;40.947336065573836;7.8
CAI Jaboque;4.7035;-74.129137;Leq;3;75.3;42.901865747312975;7.8
CAI Jaboque;4.7035;-74.129137;Leq;4;76.8;46.75684136827386;7.9
CAI Jaboque;4.7035;-74.129137;Leq;5;75.6;51.172663366336515;8.0
CAI Jaboque;4.7035;-74.129137;Leq;6;76.2;53.58549304058015;8.3
CAI Jaboque;4.7035;-74.129137;Leq;7;77.1;54.14399504746184;8.0
CAI Jaboque;4.7035;-74.129137;Leq;8;80.4;54.1562319438711;9.4
CAI Jaboque;4.7035;-74.129137;Leq;9;76.7;54.22820696721301;9.6
CAI Jaboque;4.7035;-74.129137;Leq;10;77.2;54.29002230784818;9.3
CAI Jaboque;4.7035;-74.129137;Leq;11;86.4;54.13694738947776;10.0
CAI Jaboque;4.7035;-74.129137;Leq;12;81.5;53.953179018478124;10.2
CAI Jaboque;4.7035;-74.129137;Leq;13;76.5;54.2281428853363;12.5
CAI Jaboque;4.7035;-74.129137;Leq;14;84.7;54.32220644899628;15.9
CAI Jaboque;4.7035;-74.129137;Leq;15;83.8;54.46004446240904;15.1
CAI Jaboque;4.7035;-74.129137;Leq;16;81.6;54.288595106551135;15.9
CAI Jaboque;4.7035;-74.129137;Leq;17;77.3;54.22607537490133;14.6
CAI Jaboque;4.7035;-74.129137;Leq;18;80.7;54.01509929906542;9.0
CAI Jaboque;4.7035;-74.129137;Leq;19;82.7;53.83651543793293;11.3
CAI Jaboque;4.7035;-74.129137;Leq;20;93.4;53.34356170037142;8.4
CAI Jaboque;4.7035;-74.129137;Leq;21;84.5;52.64563524590166;8.7
CAI Jaboque;4.7035;-74.129137;Leq;22;82.3;51.58361387142549;10.8
CAI Jaboque;4.7035;-74.129137;Leq;23;82.8;48.95597180261818;7.9
CAI Jaboque;4.7035;-74.129137;Lmax;0;131.8;69.21469239587297;9.2
CAI Jaboque;4.7035;-74.129137;Lmax;1;127.5;62.31265060240935;2.4
CAI Jaboque;4.7035;-74.129137;Lmax;2;127.0;66.1701443504231;13.6
CAI Jaboque;4.7035;-74.129137;Lmax;3;125.1;68.20899507389147;13.1
CAI Jaboque;4.7035;-74.129137;Lmax;4;127.9;70.49205053449934;18.2
CAI Jaboque;4.7035;-74.129137;Lmax;5;127.6;73.75905723905731;15.9
CAI Jaboque;4.7035;-74.129137;Lmax;6;120.2;75.69958095238096;20.6
CAI Jaboque;4.7035;-74.129137;Lmax;7;121.6;76.76948370927329;15.2
CAI Jaboque;4.7035;-74.129137;Lmax;8;120.6;76.68495238095223;18.9
CAI Jaboque;4.7035;-74.129137;Lmax;9;117.8;76.65644599303117;20.4
CAI Jaboque;4.7035;-74.129137;Lmax;10;128.1;76.80165517241363;16.1
CAI Jaboque;4.7035;-74.129137;Lmax;11;132.2;76.44018464528638;21.6
CAI Jaboque;4.7035;-74.129137;Lmax;12;136.6;76.1104826254826;16.8
CAI Jaboque;4.7035;-74.129137;Lmax;13;123.1;76.11461169702767;12.5
CAI Jaboque;4.7035;-74.129137;Lmax;14;135.4;76.79343842364497;31.9
CAI Jaboque;4.7035;-74.129137;Lmax;15;121.1;76.8396563573879;36.6
CAI Jaboque;4.7035;-74.129137;Lmax;16;120.1;76.61966836001119;31.1
CAI Jaboque;4.7035;-74.129137;Lmax;17;125.9;76.8378222946421;32.4
CAI Jaboque;4.7035;-74.129137;Lmax;18;124.1;76.28076231911442;16.4
CAI Jaboque;4.7035;-74.129137;Lmax;19;123.6;76.2933571428571;30.9
CAI Jaboque;4.7035;-74.129137;Lmax;20;141.4;75.93385463659135;20.2
CAI Jaboque;4.7035;-74.129137;Lmax;21;129.7;75.11908412145289;23.6
CAI Jaboque;4.7035;-74.129137;Lmax;22;130.7;74.49334975369429;28.2
CAI Jaboque;4.7035;-74.129137;Lmax;23;125.5;72.2802544031312;12.9
CAI Jaboque;4.7035;-74.129137;Lmin;0;84.1;23.305703095147113;0.0
CAI Jaboque;4.7035;-74.129137;Lmin;1;80.6;23.77586058519788;0.0
CAI Jaboque;4.7035;-74.129137;Lmin;2;74.7;21.34385266301641;1.6
CAI Jaboque;4.7035;-74.129137;Lmin;3;70.6;21.703497536945683;1.5
CAI Jaboque;4.7035;-74.129137;Lmin;4;71.6;24.16876579203112;1.7
CAI Jaboque;4.7035;-74.129137;Lmin;5;78.7;29.95601731601738;1.9
CAI Jaboque;4.7035;-74.129137;Lmin;6;81.7;34.23509523809519;3.0
CAI Jaboque;4.7035;-74.129137;Lmin;7;82.4;35.008461152882276;3.0
CAI Jaboque;4.7035;-74.129137;Lmin;8;81.5;35.3762706766919;2.7
CAI Jaboque;4.7035;-74.129137;Lmin;9;79.5;36.284459930313645;4.7
CAI Jaboque;4.7035;-74.129137;Lmin;10;79.0;37.24816748768502;5.0
CAI Jaboque;4.7035;-74.129137;Lmin;11;79.5;37.483381924198206;5.8
CAI Jaboque;4.7035;-74.129137;Lmin;12;79.4;37.53483590733608;4.7
CAI Jaboque;4.7035;-74.129137;Lmin;13;88.1;37.99118887823585;5.4
CAI Jaboque;4.7035;-74.129137;Lmin;14;79.6;37.74722167487684;5.8
CAI Jaboque;4.7035;-74.129137;Lmin;15;80.5;37.76277859597443;5.5
CAI Jaboque;4.7035;-74.129137;Lmin;16;80.6;37.78588133806189;5.1
CAI Jaboque;4.7035;-74.129137;Lmin;17;81.2;37.72217962235224;5.4
CAI Jaboque;4.7035;-74.129137;Lmin;18;82.1;37.41839591412098;5.9
CAI Jaboque;4.7035;-74.129137;Lmin;19;82.3;36.47964285714281;5.3
CAI Jaboque;4.7035;-74.129137;Lmin;20;81.5;35.044190476190536;4.6
CAI Jaboque;4.7035;-74.129137;Lmin;21;80.9;32.903663514186206;2.6
CAI Jaboque;4.7035;-74.129137;Lmin;22;78.7;29.747605911330005;2.1
CAI Jaboque;4.7035;-74.129137;Lmin;23;79.0;25.992211350293527;1.6
CAI Las Ferias;4.682945;-74.090409;L10;0;107.4;52.25706990881456;8.9
CAI Las Ferias;4.682945;-74.090409;L10;1;95.2;48.74798319327717;4.3
CAI Las Ferias;4.682945;-74.090409;L10;2;91.1;49.199865689865824;7.5
CAI Las Ferias;4.682945;-74.090409;L10;3;89.6;49.382370820668676;8.4
CAI Las Ferias;4.682945;-74.090409;L10;4;95.1;54.1722431610943;10.7
CAI Las Ferias;4.682945;-74.090409;L10;5;91.4;59.472295482295365;18.5
CAI Las Ferias;4.682945;-74.090409;L10;6;92.8;61.46263736263737;20.3
CAI Las Ferias;4.682945;-74.090409;L10;7;94.4;61.74822055137855;16.4
CAI Las Ferias;4.682945;-74.090409;L10;8;93.1;61.586041535556895;17.4
CAI Las Ferias;4.682945;-74.090409;L10;9;92.5;61.35510383889222;17.8
CAI Las Ferias;4.682945;-74.090409;L10;10;92.9;61.30211822660101;18.1
CAI Las Ferias;4.682945;-74.090409;L10;11;92.9;61.30636699507411;18.6
CAI Las Ferias;4.682945;-74.090409;L10;12;92.5;61.33344465058758;19.1
CAI Las Ferias;4.682945;-74.090409;L10;13;92.9;61.44683982683968;17.6
CAI Las Ferias;4.682945;-74.090409;L10;14;93.1;61.58033251231509;19.7
CAI Las Ferias;4.682945;-74.090409;L10;15;92.8;61.62150246305419;21.6
CAI Las Ferias;4.682945;-74.090409;L10;16;93.0;61.56657265481295;21.1
CAI Las Ferias;4.682945;-74.090409;L10;17;94.4;61.61411180124218;19.4
CAI Las Ferias;4.682945;-74.090409;L10;18;93.8;61.3200738916255;19.6
CAI Las Ferias;4.682945;-74.090409;L10;19;94.1;61.017740046838256;18.1
CAI Las Ferias;4.682945;-74.090409;L10;20;93.7;60.29567173252272;19.7
CAI Las Ferias;4.682945;-74.090409;L10;21;102.5;59.82806866952776;19.6
CAI Las Ferias;4.682945;-74.090409;L10;22;101.0;58.65098901098898;16.7
CAI Las Ferias;4.682945;-74.090409;L10;23;104.7;55.77453096259943;14.5
CAI Las Ferias;4.682945;-74.090409;L50;0;87.0;42.93721674876852;4.9
CAI Las Ferias;4.682945;-74.090409;L50;1;87.4;40.63114072494651;4.3
CAI Las Ferias;4.682945;-74.090409;L50;2;85.7;39.39858998144718;4.4
CAI Las Ferias;4.682945;-74.090409;L50;3;84.3;39.279285714285805;5.2
CAI Las Ferias;4.682945;-74.090409;L50;4;86.6;43.614002463054014;6.0
CAI Las Ferias;4.682945;-74.090409;L50;5;86.7;51.18560296845989;8.6
CAI Las Ferias;4.682945;-74.090409;L50;6;88.8;54.498441558441655;12.2
